custid,active,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,days_active,days_conversion,firstorderday,lastorderday,single_day_customer,days_lastorderrecency
7SJKCG,1,2013-12-10,2014-01-02,2014-01-02,12,41.66666667,0.0,40.0,0.0,1,1,1,Friday,MAA,0,23,Thursday,Thursday,True,1480
VPKTAL,1,2014-01-02,2014-01-02,2014-01-04,7,57.14285714,28.57142857,45.78,1.0,0,1,0,Friday,DEL,2,0,Thursday,Saturday,False,1478
QLWCU6,1,2014-01-02,2014-01-02,2014-01-02,11,36.36363636,27.27272727,35.02,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1480
J8TMFY,1,2014-01-02,2014-01-02,2014-01-02,9,77.77777778,11.11111111,40.02,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
42DUJP,0,2014-01-02,2014-01-02,2014-01-02,9,55.55555556,0.0,31.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
BRQ295,1,2014-01-02,2014-01-02,2014-01-02,11,9.090909091,9.090909091,35.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
7BXJAK,1,2014-01-02,2014-01-02,2014-01-02,11,36.36363636,18.18181818,31.02,0.0,1,0,0,Thursday,DEL,0,0,Thursday,Thursday,True,1480
6Z394D,1,2014-01-02,2014-01-02,2014-01-02,11,18.18181818,0.0,29.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
E2XCNW,1,2014-01-02,2014-01-02,2014-01-02,9,55.55555556,33.33333333,40.0,0.0,1,1,0,Wednesday,BLR,0,0,Thursday,Thursday,True,1480
AVEBE8,1,2014-01-02,2014-01-02,2014-01-02,10,60.0,0.0,35.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
39RXZZ,1,2014-01-02,2014-01-02,2014-01-02,12,75.0,25.0,31.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
2B8WBR,1,2014-01-02,2014-01-02,2014-01-02,10,70.0,40.0,29.0,0.0,1,0,0,Wednesday,MAA,0,0,Thursday,Thursday,True,1480
4TZ92N,1,2014-01-02,2014-01-02,2014-01-02,10,50.0,0.0,31.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
9KF6S4,1,2014-01-02,2014-01-02,2014-01-13,13,100.0,53.84615385,42.37,0.181818182,1,0,0,Friday,BOM,11,0,Thursday,Monday,False,1469
WPX2BL,1,2013-12-12,2014-01-02,2014-01-02,11,9.090909091,9.090909091,40.02,0.0,1,0,0,Friday,DEL,0,21,Thursday,Thursday,True,1480
DGLEYQ,1,2014-01-02,2014-01-02,2014-01-02,9,77.77777778,44.44444444,47.19,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1480
BXFL6V,1,2014-01-02,2014-01-02,2014-01-02,11,54.54545455,36.36363636,31.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1480
MCKCBX,1,2014-01-02,2014-01-02,2014-01-12,12,91.66666667,25.0,29.22,0.2,1,0,0,Tuesday,MAA,10,0,Thursday,Sunday,False,1470
72334X,1,2014-01-02,2014-01-02,2014-01-02,12,58.33333333,25.0,90.92,0.0,1,0,0,Friday,DEL,0,0,Thursday,Thursday,True,1480
2ZLRJF,0,2014-01-02,2014-01-02,2014-01-02,2,100.0,50.0,35.0,0.0,1,0,0,Wednesday,MAA,0,0,Thursday,Thursday,True,1480
Y6V3X8,1,2014-01-02,2014-01-02,2014-01-02,14,28.57142857,14.28571429,29.0,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
TM9ZLK,1,2014-01-02,2014-01-02,2014-01-02,12,16.66666667,8.333333332999999,35.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1480
UT7H9C,1,2014-01-02,2014-01-02,2014-01-02,11,27.27272727,9.090909091,35.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
M5EDT8,1,2014-01-02,2014-01-05,2014-01-15,16,25.0,6.25,88.02,0.3,1,1,1,Thursday,MAA,10,3,Sunday,Wednesday,False,1467
7QJ8QD,1,2014-01-02,2014-01-02,2014-01-02,9,77.77777778,33.33333333,29.0,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
VLEEYP,1,2014-01-02,2014-01-04,2014-01-04,10,60.0,0.0,35.0,0.0,1,0,0,Tuesday,MAA,0,2,Saturday,Saturday,True,1478
GN6SU8,1,2014-01-02,2014-01-02,2014-01-02,12,33.33333333,25.0,40.0,0.0,1,0,1,Friday,MAA,0,0,Thursday,Thursday,True,1480
EN2DXJ,1,2014-01-02,2014-01-02,2014-01-02,10,70.0,40.0,31.0,0.0,1,0,0,Wednesday,MAA,0,0,Thursday,Thursday,True,1480
AFK6GE,1,2014-01-02,2014-01-02,2014-01-16,8,87.5,50.0,52.25,0.14285714300000002,1,0,0,Saturday,BLR,14,0,Thursday,Thursday,False,1466
847TNY,1,2014-01-02,2014-01-02,2014-01-02,11,9.090909091,0.0,35.0,0.0,1,0,0,Tuesday,MAA,0,0,Thursday,Thursday,True,1480
X2A5AD,1,2014-01-02,2014-01-02,2014-01-02,11,54.54545455,45.45454545,35.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
HV67P2,1,2014-01-02,2014-01-02,2014-01-13,15,33.33333333,26.66666667,56.48,0.272727273,1,1,0,Tuesday,BOM,11,0,Thursday,Monday,False,1469
SULCE9,1,2013-12-28,2014-01-02,2014-01-02,12,25.0,0.0,40.0,0.0,1,0,1,Friday,MAA,0,5,Thursday,Thursday,True,1480
XR4VSV,1,2014-01-02,2014-01-02,2014-01-02,11,36.36363636,36.36363636,40.02,0.0,1,1,0,Thursday,BOM,0,0,Thursday,Thursday,True,1480
WACVDP,1,2014-01-02,2014-01-02,2014-01-02,11,45.45454545,27.27272727,31.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
3GKNQN,1,2014-01-02,2014-01-02,2014-01-02,11,45.45454545,0.0,52.02,0.0,1,0,0,Friday,DEL,0,0,Thursday,Thursday,True,1480
DS7WD8,1,2014-01-02,2014-01-02,2014-01-09,15,0.0,0.0,38.46,0.28571428600000004,1,0,0,Thursday,DEL,7,0,Thursday,Thursday,False,1473
EKT844,1,2014-01-02,2014-01-02,2014-01-02,12,25.0,25.0,59.0,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
EDNSS5,1,2014-01-02,2014-01-02,2014-01-15,12,83.33333333,33.33333333,41.63,0.153846154,1,1,0,Thursday,MAA,13,0,Thursday,Wednesday,False,1467
WKR35K,1,2014-01-02,2014-01-02,2014-01-02,11,27.27272727,9.090909091,40.02,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
SHAT2X,1,2014-01-02,2014-01-02,2014-01-02,9,77.77777778,11.11111111,35.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
R7VJWQ,1,2014-01-02,2014-01-02,2014-01-02,11,0.0,0.0,29.0,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1480
TW84W5,1,2014-01-02,2014-01-02,2014-01-02,11,18.18181818,9.090909091,29.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
Q5ZUP4,1,2014-01-02,2014-01-02,2014-01-02,13,23.07692308,15.38461538,35.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
3GX854,1,2014-01-02,2014-01-02,2014-01-02,9,44.44444444,44.44444444,29.0,0.0,1,0,0,Saturday,BLR,0,0,Thursday,Thursday,True,1480
7YERW7,1,2014-01-02,2014-01-02,2014-01-02,11,100.0,27.27272727,29.0,0.0,1,0,0,Tuesday,MAA,0,0,Thursday,Thursday,True,1480
JJ2A5H,1,2014-01-02,2014-01-02,2014-01-19,19,68.42105263,31.57894737,41.76,0.294117647,1,1,0,Monday,BOM,17,0,Thursday,Sunday,False,1463
WJ7LQM,1,2014-01-02,2014-01-02,2014-01-02,10,50.0,10.0,35.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
JMGPPT,1,2014-01-02,2014-01-02,2014-01-02,17,35.29411765,17.64705882,35.0,0.0,1,0,0,Saturday,BLR,0,0,Thursday,Thursday,True,1480
2T8DC2,1,2014-01-02,2014-01-02,2014-01-02,10,90.0,20.0,99.16,0.0,1,0,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
T7DB5P,1,2014-01-02,2014-01-02,2014-01-02,12,16.66666667,0.0,40.0,0.0,1,0,1,Friday,MAA,0,0,Thursday,Thursday,True,1480
23ADCR,1,2014-01-02,2014-01-10,2014-01-10,12,50.0,16.66666667,40.0,0.0,1,0,0,Monday,MAA,0,8,Friday,Friday,True,1472
344RZV,1,2014-01-02,2014-01-02,2014-01-02,10,40.0,20.0,31.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
8FMJGR,1,2014-01-02,2014-01-02,2014-01-02,11,18.18181818,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
8GLRH6,1,2014-01-03,2014-01-03,2014-01-16,17,47.05882353,23.52941176,37.09,0.153846154,1,0,0,Friday,BOM,13,0,Friday,Thursday,False,1466
F6ZLZP,1,2014-01-02,2014-01-02,2014-01-02,12,66.66666667,16.66666667,40.0,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
G86LRK,1,2014-01-02,2014-01-16,2014-01-16,18,44.44444444,16.66666667,31.02,0.0,1,0,0,Friday,DEL,0,14,Thursday,Thursday,True,1466
8A5VFA,1,2014-01-02,2014-01-02,2014-01-02,9,100.0,11.11111111,35.0,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
BAPASE,1,2014-01-02,2014-01-02,2014-01-02,14,50.0,21.42857143,35.0,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
F2GBXC,1,2014-01-02,2014-01-02,2014-01-02,13,38.46153846,7.692307692000001,69.44,0.0,1,0,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
P9CP38,1,2014-01-02,2014-01-03,2014-01-03,12,25.0,16.66666667,140.74,0.0,1,0,0,Monday,MAA,0,1,Friday,Friday,True,1479
SHWZFY,1,2014-01-02,2014-01-02,2014-01-18,14,92.85714286,42.85714286,69.52,0.1875,1,0,0,Tuesday,DEL,16,0,Thursday,Saturday,False,1464
LQE8GR,1,2014-01-02,2014-01-02,2014-01-02,11,63.63636364,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
6HUG3B,1,2013-11-01,2014-01-02,2014-01-02,12,33.33333333,16.66666667,40.0,0.0,1,0,0,Friday,MAA,0,62,Thursday,Thursday,True,1480
M6UVBJ,0,2014-01-02,2014-01-02,2014-01-02,8,87.5,12.5,31.0,0.0,1,0,0,Thursday,MAA,0,0,Thursday,Thursday,True,1480
VQ5QGT,1,2014-01-02,2014-01-02,2014-01-02,10,70.0,40.0,35.0,0.0,1,0,0,Thursday,BLR,0,0,Thursday,Thursday,True,1480
HNP48M,1,2014-01-02,2014-01-02,2014-01-02,11,54.54545455,18.18181818,49.79,0.0,1,1,0,Friday,BOM,0,0,Thursday,Thursday,True,1480
VSZR4J,1,2014-01-02,2014-01-02,2014-01-02,11,27.27272727,0.0,50.65,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1480
9EHKBC,1,2014-01-02,2014-01-02,2014-01-02,11,27.27272727,18.18181818,40.0,0.0,1,1,0,Friday,MAA,0,0,Thursday,Thursday,True,1480
FFHCNT,1,2014-01-02,2014-01-06,2014-01-06,8,100.0,37.5,46.6,0.0,1,0,0,Tuesday,BLR,0,4,Monday,Monday,True,1476
7F3SKX,1,2013-12-15,2014-01-02,2014-01-02,7,14.28571429,0.0,52.58,0.0,1,1,0,Friday,BOM,0,18,Thursday,Thursday,True,1480
NV3CQX,1,2014-01-02,2014-01-06,2014-01-06,14,42.85714286,14.28571429,38.46,0.0,1,1,0,Tuesday,BOM,0,4,Monday,Monday,True,1476
MCPEWN,1,2014-01-02,2014-01-02,2014-01-02,10,40.0,10.0,58.97,0.0,1,0,0,Monday,BOM,0,0,Thursday,Thursday,True,1480
J5674T,1,2014-01-02,2014-01-02,2014-01-02,11,54.54545455,18.18181818,40.0,0.0,1,0,1,Saturday,MAA,0,0,Thursday,Thursday,True,1480
3GSZRX,1,2013-12-09,2014-01-03,2014-01-03,11,100.0,36.36363636,50.03,0.0,1,0,0,Tuesday,BLR,0,25,Friday,Friday,True,1479
RURXGT,1,2014-01-02,2014-01-02,2014-01-02,10,60.0,10.0,29.02,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
MMD457,1,2014-01-02,2014-01-02,2014-01-02,10,70.0,0.0,31.02,0.0,1,0,0,Saturday,MAA,0,0,Thursday,Thursday,True,1480
WQ6C99,1,2014-01-02,2014-01-02,2014-01-02,13,61.53846154,15.38461538,56.11,0.0,1,0,0,Monday,MAA,0,0,Thursday,Thursday,True,1480
J7JVLV,1,2014-01-02,2014-01-09,2014-01-16,13,30.76923077,30.76923077,175.48,0.28571428600000004,1,0,0,Saturday,BLR,7,7,Thursday,Thursday,False,1466
UQL7KC,1,2014-01-02,2014-01-20,2014-01-20,5,40.0,20.0,40.02,0.0,1,1,0,Friday,BOM,0,18,Monday,Monday,True,1462
3TYJ4G,1,2014-01-02,2014-01-02,2014-01-02,4,50.0,0.0,40.02,0.0,1,0,1,Friday,MAA,0,0,Thursday,Thursday,True,1480
DE447D,1,2014-01-02,2014-01-02,2014-01-02,11,90.90909091,18.18181818,52.73,0.0,1,1,1,Saturday,BLR,0,0,Thursday,Thursday,True,1480
PD83DH,1,2014-01-02,2014-01-02,2014-01-02,11,63.63636364,9.090909091,40.02,0.0,1,1,1,Monday,BOM,0,0,Thursday,Thursday,True,1480
8Q9CXC,1,2014-01-03,2014-01-06,2014-01-19,13,15.38461538,0.0,38.46,0.153846154,1,1,1,Monday,MAA,13,3,Monday,Sunday,False,1463
C3DYT2,1,2014-01-03,2014-01-03,2014-01-19,18,94.44444444,50.0,55.7,0.25,1,0,1,Monday,MAA,16,0,Friday,Sunday,False,1463
C4CU9V,1,2014-01-03,2014-01-03,2014-01-19,18,0.0,0.0,50.61,0.1875,1,1,1,Monday,BLR,16,0,Friday,Sunday,False,1463
SGU5AS,1,2013-12-31,2014-01-03,2014-01-03,12,50.0,16.66666667,68.19,0.0,1,0,0,Monday,MAA,0,3,Friday,Friday,True,1479
YDAPXM,0,2014-01-03,2014-01-03,2014-01-03,8,62.5,25.0,40.02,0.0,1,0,0,Monday,DEL,0,0,Friday,Friday,True,1479
2EYPQP,1,2014-01-03,2014-01-03,2014-01-03,11,63.63636364,0.0,40.02,0.0,1,0,1,Monday,MAA,0,0,Friday,Friday,True,1479
H4ZATZ,1,2014-01-03,2014-01-07,2014-01-07,9,55.55555556,0.0,63.3,0.0,1,0,1,Saturday,MAA,0,4,Tuesday,Tuesday,True,1475
LHXC3A,1,2014-01-03,2014-01-03,2014-01-03,12,33.33333333,0.0,40.02,0.0,1,0,1,Monday,MAA,0,0,Friday,Friday,True,1479
GZXTPB,1,2014-01-03,2014-01-03,2014-01-14,14,78.57142857,7.142857143,43.82,0.272727273,1,1,1,Thursday,BLR,11,0,Friday,Tuesday,False,1468
UK9HSM,1,2014-01-03,2014-01-03,2014-01-03,10,20.0,10.0,40.25,0.0,1,1,0,Monday,DEL,0,0,Friday,Friday,True,1479
V2BK7V,1,2014-01-03,2014-01-03,2014-01-14,11,100.0,36.36363636,44.26,0.181818182,1,1,1,Wednesday,MAA,11,0,Friday,Tuesday,False,1468
NY2UJ9,1,2014-01-03,2014-01-03,2014-01-03,11,18.18181818,18.18181818,40.0,0.0,1,1,0,Monday,BLR,0,0,Friday,Friday,True,1479
4UX97Y,1,2014-01-03,2014-01-03,2014-01-03,7,28.57142857,28.57142857,40.02,0.0,1,0,1,Friday,MAA,0,0,Friday,Friday,True,1479
ECSE5X,1,2014-01-03,2014-01-03,2014-01-03,11,45.45454545,18.18181818,40.02,0.0,1,0,0,Wednesday,MAA,0,0,Friday,Friday,True,1479
4488UD,1,2013-12-17,2014-01-03,2014-01-03,10,80.0,10.0,40.25,0.0,1,1,0,Wednesday,BOM,0,17,Friday,Friday,True,1479
SVTKBB,1,2014-01-03,2014-01-03,2014-01-03,12,41.66666667,16.66666667,31.0,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1479
W5DSS8,1,2014-01-03,2014-01-03,2014-01-03,14,14.28571429,0.0,40.0,0.0,1,1,1,Monday,MAA,0,0,Friday,Friday,True,1479
4F6P72,1,2014-01-03,2014-01-03,2014-01-03,11,45.45454545,9.090909091,35.02,0.0,1,0,0,Thursday,MAA,0,0,Friday,Friday,True,1479
MNUMB7,1,2014-01-03,2014-01-03,2014-01-03,10,40.0,10.0,29.02,0.0,1,0,0,Monday,MAA,0,0,Friday,Friday,True,1479
5KL9F3,1,2014-01-03,2014-01-03,2014-01-03,14,35.71428571,28.57142857,78.57,0.0,1,0,0,Wednesday,DEL,0,0,Friday,Friday,True,1479
2VH26W,1,2014-01-03,2014-01-03,2014-01-03,5,40.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Friday,Friday,True,1479
MRFDRL,1,2014-01-03,2014-01-03,2014-01-03,9,88.88888889,11.11111111,35.0,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1479
KTQCZ2,1,2014-01-03,2014-01-03,2014-01-03,8,75.0,12.5,31.0,0.0,1,0,0,Thursday,MAA,0,0,Friday,Friday,True,1479
XDQ3TV,1,2014-01-03,2014-01-03,2014-01-10,11,36.36363636,27.27272727,38.58,0.28571428600000004,1,0,0,Tuesday,BLR,7,0,Friday,Friday,False,1472
STL66V,1,2014-01-03,2014-01-03,2014-01-03,9,100.0,22.22222222,31.02,0.0,1,0,0,Wednesday,DEL,0,0,Friday,Friday,True,1479
9A8EWZ,1,2014-01-03,2014-01-03,2014-01-03,11,9.090909091,9.090909091,31.02,0.0,1,0,0,Monday,DEL,0,0,Friday,Friday,True,1479
832FVP,1,2014-01-03,2014-01-03,2014-01-03,15,26.66666667,13.33333333,40.02,0.0,1,0,0,Friday,BOM,0,0,Friday,Friday,True,1479
59W2BT,1,2014-01-03,2014-01-03,2014-01-03,9,44.44444444,11.11111111,31.02,0.0,1,0,0,Monday,MAA,0,0,Friday,Friday,True,1479
KNCZ3S,1,2014-01-03,2014-01-03,2014-01-03,11,0.0,0.0,35.02,0.0,1,0,0,Wednesday,DEL,0,0,Friday,Friday,True,1479
36T86Y,1,2014-01-03,2014-01-03,2014-01-03,11,0.0,0.0,35.02,0.0,1,0,0,Monday,MAA,0,0,Friday,Friday,True,1479
X78MTF,1,2014-01-03,2014-01-06,2014-01-20,12,33.33333333,16.66666667,33.66,0.14285714300000002,1,1,0,Tuesday,BOM,14,3,Monday,Monday,False,1462
56NWJS,1,2014-01-03,2014-01-03,2014-01-03,11,45.45454545,27.27272727,40.02,0.0,1,0,0,Monday,DEL,0,0,Friday,Friday,True,1479
6K9Y9W,1,2014-01-03,2014-01-03,2014-01-03,10,70.0,10.0,40.02,0.0,1,0,0,Wednesday,BOM,0,0,Friday,Friday,True,1479
6GRJLL,1,2014-01-03,2014-01-03,2014-01-03,9,100.0,33.33333333,29.02,0.0,1,0,0,Monday,DEL,0,0,Friday,Friday,True,1479
PS56M6,1,2014-01-03,2014-01-03,2014-01-03,9,88.88888889,22.22222222,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1479
6F754H,1,2014-01-03,2014-01-03,2014-01-03,11,36.36363636,9.090909091,40.0,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1479
RV2Y7U,1,2014-01-03,2014-01-03,2014-01-03,9,88.88888889,11.11111111,40.02,0.0,1,0,0,Monday,BOM,0,0,Friday,Friday,True,1479
5VHEBL,1,2014-01-03,2014-01-03,2014-01-03,12,41.66666667,8.333333332999999,29.0,0.0,1,0,0,Friday,MAA,0,0,Friday,Friday,True,1479
QUU5R6,1,2014-01-03,2014-01-03,2014-01-03,11,36.36363636,0.0,29.0,0.0,1,0,0,Tuesday,MAA,0,0,Friday,Friday,True,1479
CX6P4N,1,2014-01-03,2014-01-03,2014-01-20,13,100.0,30.76923077,41.43,0.176470588,1,0,0,Tuesday,MAA,17,0,Friday,Monday,False,1462
YFXL5R,1,2014-01-03,2014-01-03,2014-01-03,10,70.0,20.0,40.0,0.0,1,1,0,Saturday,BLR,0,0,Friday,Friday,True,1479
KB8LD4,1,2014-01-03,2014-01-03,2014-01-03,11,0.0,0.0,35.0,0.0,1,0,0,Friday,BLR,0,0,Friday,Friday,True,1479
Q2UM82,1,2014-01-03,2014-01-03,2014-01-03,8,75.0,50.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1479
WYDDEF,1,2014-01-03,2014-01-03,2014-01-03,9,88.88888889,11.11111111,40.02,0.0,1,0,0,Tuesday,BOM,0,0,Friday,Friday,True,1479
KYCGH6,1,2013-08-23,2013-09-02,2014-01-16,12,83.33333333,0.0,92.65,0.044117647,1,0,1,Saturday,BLR,136,10,Monday,Thursday,False,1466
2HDAYS,1,2014-01-03,2014-01-15,2014-01-16,10,90.0,10.0,29.79,2.0,1,0,0,Thursday,BLR,1,12,Wednesday,Thursday,False,1466
EMD3E6,1,2014-01-03,2014-01-03,2014-01-03,10,80.0,30.0,40.02,0.0,1,1,0,Thursday,DEL,0,0,Friday,Friday,True,1479
JLKL7F,1,2014-01-03,2014-01-03,2014-01-03,12,83.33333333,0.0,67.38,0.0,1,0,1,Tuesday,MAA,0,0,Friday,Friday,True,1479
5VW4B2,1,2014-01-03,2014-01-03,2014-01-03,12,41.66666667,16.66666667,40.02,0.0,1,0,0,Monday,BOM,0,0,Friday,Friday,True,1479
CN7463,1,2014-01-07,2014-01-07,2014-01-07,12,83.33333333,41.66666667,73.75,0.0,1,0,0,Thursday,BOM,0,0,Tuesday,Tuesday,True,1475
DDQTE7,1,2013-12-09,2014-01-04,2014-01-04,11,45.45454545,18.18181818,50.37,0.0,1,0,0,Tuesday,BLR,0,26,Saturday,Saturday,True,1478
JNHMWM,1,2013-12-03,2014-01-04,2014-01-04,11,18.18181818,9.090909091,70.41,0.0,1,0,0,Tuesday,MAA,0,32,Saturday,Saturday,True,1478
64SJ8B,1,2014-01-04,2014-01-09,2014-01-09,10,70.0,20.0,88.53,0.0,1,0,0,Friday,DEL,0,5,Thursday,Thursday,True,1473
9JLVS9,1,2013-12-17,2014-01-04,2014-01-04,24,62.5,12.5,122.64,0.0,1,1,0,Tuesday,DEL,0,18,Saturday,Saturday,True,1478
C72AHQ,0,2014-01-04,2014-01-04,2014-01-04,5,80.0,0.0,40.02,0.0,1,0,0,Wednesday,DEL,0,0,Saturday,Saturday,True,1478
AJR7AD,1,2014-01-04,2014-01-04,2014-01-04,11,72.72727273,18.18181818,52.53,0.0,1,0,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
7YVNJF,1,2013-12-08,2014-01-04,2014-01-04,9,100.0,55.55555556,40.0,0.0,1,0,0,Thursday,MAA,0,27,Saturday,Saturday,True,1478
3V274G,1,2014-01-04,2014-01-04,2014-01-04,10,70.0,40.0,96.23,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
8J8272,1,2014-01-04,2014-01-04,2014-01-04,9,88.88888889,22.22222222,29.0,0.0,1,0,0,Tuesday,MAA,0,0,Saturday,Saturday,True,1478
A7RJPA,1,2014-01-04,2014-01-04,2014-01-04,11,9.090909091,9.090909091,35.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
KVZGJF,1,2014-01-04,2014-01-04,2014-01-04,11,9.090909091,9.090909091,29.0,0.0,1,0,0,Friday,MAA,0,0,Saturday,Saturday,True,1478
288ZJJ,1,2014-01-04,2014-01-04,2014-01-04,10,80.0,10.0,35.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
B34S2T,1,2014-01-04,2014-01-04,2014-01-04,11,0.0,0.0,29.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
WJVTSD,1,2014-01-04,2014-01-04,2014-01-04,13,46.15384615,15.38461538,40.02,0.0,1,1,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
85LRFW,1,2014-01-04,2014-01-13,2014-01-13,12,58.33333333,16.66666667,16.34,0.0,1,0,0,Wednesday,DEL,0,9,Monday,Monday,True,1469
VCGZSP,1,2014-01-04,2014-01-04,2014-01-04,9,100.0,22.22222222,49.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
S63M33,1,2014-01-04,2014-01-04,2014-01-04,11,36.36363636,9.090909091,90.1,0.0,1,0,0,Saturday,BLR,0,0,Saturday,Saturday,True,1478
LZ76DZ,1,2014-01-04,2014-01-04,2014-01-04,10,90.0,30.0,31.0,0.0,1,0,0,Friday,MAA,0,0,Saturday,Saturday,True,1478
E8A5JU,1,2014-01-04,2014-01-04,2014-01-04,9,100.0,22.22222222,35.02,0.0,1,0,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
M36T28,1,2014-01-04,2014-01-04,2014-01-04,11,27.27272727,18.18181818,35.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
6SNDH5,1,2014-01-04,2014-01-04,2014-01-15,14,14.28571429,0.0,86.06,0.181818182,1,0,1,Monday,MAA,11,0,Saturday,Wednesday,False,1467
6TF4BE,1,2014-01-04,2014-01-04,2014-01-04,11,63.63636364,9.090909091,49.16,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
EDXBQU,1,2014-01-04,2014-01-04,2014-01-04,13,53.84615385,15.38461538,31.0,0.0,1,0,0,Friday,MAA,0,0,Saturday,Saturday,True,1478
AZ8Q4V,1,2014-01-04,2014-01-04,2014-01-04,11,45.45454545,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0,Saturday,Saturday,True,1478
DVUNWY,1,2014-01-04,2014-01-04,2014-01-16,18,72.22222222,11.11111111,115.85,0.333333333,1,1,1,Friday,BOM,12,0,Saturday,Thursday,False,1466
BTMHV3,1,2014-01-04,2014-01-04,2014-01-04,10,60.0,20.0,35.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
LVU962,1,2014-01-04,2014-01-04,2014-01-04,11,9.090909091,9.090909091,29.0,0.0,1,0,0,Tuesday,MAA,0,0,Saturday,Saturday,True,1478
7SVPEM,1,2014-01-04,2014-01-04,2014-01-04,11,27.27272727,9.090909091,135.99,0.0,1,0,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
Q78FV3,1,2014-01-04,2014-01-04,2014-01-04,11,27.27272727,9.090909091,58.35,0.0,1,0,0,Monday,DEL,0,0,Saturday,Saturday,True,1478
6JW8N8,1,2014-01-04,2014-01-04,2014-01-04,11,45.45454545,9.090909091,35.0,0.0,1,0,0,Tuesday,MAA,0,0,Saturday,Saturday,True,1478
M8YS8N,1,2014-01-04,2014-01-07,2014-01-07,13,100.0,23.07692308,31.0,0.0,1,0,0,Monday,MAA,0,3,Tuesday,Tuesday,True,1475
PE87JA,1,2014-01-04,2014-01-04,2014-01-04,11,18.18181818,9.090909091,47.99,0.0,1,0,0,Tuesday,DEL,0,0,Saturday,Saturday,True,1478
3ERUL4,1,2014-01-04,2014-01-04,2014-01-04,11,54.54545455,18.18181818,35.0,0.0,1,0,0,Monday,MAA,0,0,Saturday,Saturday,True,1478
